,title,tag,sentiment_score
1461,"Jackal, The (1997)",TheJackal,0.29452
1462,"American President, The (1995)",TheAmericanPresident,0.0
1463,"Basketball Diaries, The (1995)",TheBasketballDiaries,0.2202
1464,"Browning Version, The (1994)",TheBrowningVersion,0.6486
1465,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",TheWonderfulHorribleLifeofLeniRiefenstahl,0.0
1466,"House of the Spirits, The (1993)",TheHouseoftheSpirits,-0.03605
1467,"Substance of Fire, The (1996)",TheSubstanceofFire,0.0
1468,"Juror, The (1996)",TheJuror,0.0
1469,"Last Supper, The (1995)",TheLastSupper,0.5457799999999999
1470,"Crow: City of Angels, The (1996)",TheCrow:CityofAngels,0.0
1471,"Ruling Class, The (1972)",TheRulingClass,-0.0032
1472,"Saint, The (1997)",TheSaint,0.42986
1473,"MatchMaker, The (1997)",TheMatchMaker,0.0
1474,"Replacement Killers, The (1998)",TheReplacementKillers,0.0
1475,"Addiction, The (1995)",TheAddiction,0.0
1476,"Prophecy, The (1995)",TheProphecy,-0.44098
1477,"Perez Family, The (1995)",ThePerezFamily,0.6369
1478,"Baby-Sitters Club, The (1995)",TheBaby-SittersClub,0.0
1479,"Air Up There, The (1994)",TheAirUpThere,0.0
1480,"Program, The (1993)",TheProgram,0.17572
1481,"Shadow, The (1994)",TheShadow,-0.35944
1482,"Celluloid Closet, The (1995)",TheCelluloidCloset,0.0
1483,"Great White Hype, The (1996)",TheGreatWhiteHype,0.0
1484,"Arrival, The (1996)",TheArrival,-0.2616333333333333
1485,"Phantom, The (1996)",ThePhantom,0.0895
1486,"Gay Divorcee, The (1934)",TheGayDivorcee,0.0
1487,"Glimmer Man, The (1996)",TheGlimmerMan,0.14368
1488,"Shaggy Dog, The (1959)",TheShaggyDog,0.0
1489,"Bloody Child, The (1996)",TheBloodyChild,0.0
1490,"Believers, The (1987)",TheBelievers,0.8807
1491,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",TheGardenofFinzi-Contini,0.0
1492,"Ice Storm, The (1997)",TheIceStorm,0.3404
1493,"Whole Wide World, The (1996)",TheWholeWideWorld,0.6124
1494,"Peacemaker, The (1997)",ThePeacemaker,0.05464
1495,"Tango Lesson, The (1997)",TheTangoLesson,0.0
1496,"Sweet Hereafter, The (1997)",TheSweetHereafter,0.0
1497,"Postman, The (1997)",ThePostman,0.1604
1498,"Winter Guest, The (1997)",TheWinterGuest,0.43125
1499,"Big Lebowski, The (1998)",TheBigLebowski,0.0964
1500,"City of Lost Children, The (1995)",TheCityofLostChildren,0.0
1501,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",TheFlowerofMySecret,0.0
1502,"Craft, The (1996)",TheCraft,0.18028
1503,"Island of Dr. Moreau, The (1996)",TheIslandofDr.Moreau,0.0
1504,"Funeral, The (1996)",TheFuneral,0.3609799999999999
1505,"Preacher's Wife, The (1996)",ThePreacher'sWife,0.0
1506,"Fox and the Hound, The (1981)",TheFoxandtheHound,0.5199
1507,"Big Blue, The (Grand bleu, Le) (1988)",TheBigBlue,0.1524599999999999
1508,"Indian in the Cupboard, The (1995)",TheIndianintheCupboard,0.0
1509,"Inspector General, The (1949)",TheInspectorGeneral,-0.0258
1510,"Substitute, The (1996)",TheSubstitute,0.1086999999999999
1511,"Trigger Effect, The (1996)",TheTriggerEffect,0.0
1512,"Rich Man's Wife, The (1996)",TheRichMan'sWife,0.0
1513,"Beautician and the Beast, The (1997)",TheBeauticianandtheBeast,0.4939
1514,"Last Time I Committed Suicide, The (1997)",TheLastTimeICommittedSuicide,0.0
1515,"Big Green, The (1995)",TheBigGreen,0.8402
1516,"Stupids, The (1996)",TheStupids,0.2202
1517,"Pest, The (1997)",ThePest,-0.25355
1518,"Lay of the Land, The (1997)",TheLayoftheLand,0.0
1519,"Shooter, The (1995)",TheShooter,0.31324
1520,"Beverly Hillbillies, The (1993)",TheBeverlyHillbillies,0.1808199999999999
1521,"Quest, The (1996)",TheQuest,0.30514
1522,"Paper, The (1994)",ThePaper,-0.19786
1523,"Ghost and Mrs. Muir, The (1947)",TheGhostandMrs.Muir,0.0
1524,"Associate, The (1996)",TheAssociate,0.5176000000000001
1525,"Pallbearer, The (1996)",ThePallbearer,0.0
1526,"War, The (1994)",TheWar,0.38322
1527,"Adventures of Pinocchio, The (1996)",TheAdventuresofPinocchio,0.0
1528,"Evening Star, The (1996)",TheEveningStar,0.0
1529,"Star Maker, The (Uomo delle stelle, L') (1995)",TheStarMaker,0.4274333333333334
1530,"Pagemaster, The (1994)",ThePagemaster,-0.1849
1531,"Newton Boys, The (1998)",TheNewtonBoys,0.0
1532,"Mark of Zorro, The (1940)",TheMarkofZorro,-0.1143499999999999
1533,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",TheUmbrellasofCherbourg,0.0
1534,"Last Time I Saw Paris, The (1954)",TheLastTimeISawParis,0.047
1535,"Innocents, The (1961)",TheInnocents,0.355975
1536,"Old Man and the Sea, The (1958)",TheOldManandtheSea,0.2553
1537,"Truman Show, The (1998)",TheTrumanShow,0.14226
1538,"Doors, The (1991)",TheDoors,0.51284
1539,"Road to Wellville, The (1994)",TheRoadtoWellville,0.0
1540,"War Room, The (1993)",TheWarRoom,0.2626799999999999
1541,"Quiet Room, The (1996)",TheQuietRoom,-0.6803
1542,"Relic, The (1997)",TheRelic,-0.12965
1543,"Portrait of a Lady, The (1996)",ThePortraitofaLady,0.0
1544,"Sum of Us, The (1994)",TheSumofUs,-0.6305000000000001
1545,"Women, The (1939)",TheWomen,0.5120750000000001
1546,"Cowboy Way, The (1994)",TheCowboyWay,0.6249
1547,"Endless Summer 2, The (1994)",TheEndlessSummer2,0.0
1548,"Inkwell, The (1994)",TheInkwell,0.4767
1549,"Boys of St. Vincent, The (1993)",TheBoysofSt.Vincent,0.0
1550,"Secret Agent, The (1996)",TheSecretAgent,-0.094275
1551,"Scout, The (1994)",TheScout,0.43028
1552,"Big Bang Theory, The (1994)",TheBigBangTheory,-0.01448
1553,"Van, The (1996)",TheVan,0.0
1554,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",TheOldLadyWhoWalkedintheSea,0.0
1555,"Tie That Binds, The (1995)",TheTieThatBinds,-0.0525999999999999
1556,"Designated Mourner, The (1997)",TheDesignatedMourner,0.0
1557,"Designated Mourner, The (1997)",TheDesignatedMourner,0.0
1558,"Run of the Country, The (1995)",TheRunoftheCountry,0.0
1559,"Grass Harp, The (1995)",TheGrassHarp,0.0
1560,"Band Wagon, The (1953)",TheBandWagon,0.0
1561,"Getaway, The (1994)",TheGetaway,0.50822
1562,"Pompatus of Love, The (1996)",ThePompatusofLove,0.0
1563,"Horse Whisperer, The (1998)",TheHorseWhisperer,0.0
1564,"Journey of August King, The (1995)",TheJourneyofAugustKing,0.0
1565,"Neon Bible, The (1995)",TheNeonBible,0.4588
1566,"Wooden Man's Bride, The (Wu Kui) (1994)",TheWoodenMan'sBride,0.0
1567,"Low Life, The (1994)",TheLowLife,0.0
1568,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",TheLastKlezmer:LeopoldKozlowskiHisLifeandMusic,0.0
1569,"Crude Oasis, The (1995)",TheCrudeOasis,0.0
1570,"Convent, The (Convento, O) (1995)",TheConvent,0.65174
1571,"Story of Xinghua, The (1993)",TheStoryofXinghua,0.0
1572,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",TheDaytheSunTurnedCold,0.0
1573,"Ballad of Narayama, The (Narayama Bushiko) (1958)",TheBalladofNarayama,0.0
1574,"Sexual Life of the Belgians, The (1994)",TheSexualLifeoftheBelgians,0.0
1575,"Search for One-eye Jimmy, The (1996)",TheSearchforOne-eyeJimmy,0.0
1576,"Leopard Son, The (1996)",TheLeopardSon,0.0
1577,"Forbidden Christ, The (Cristo proibito, Il) (1950)",TheForbiddenChrist,0.0
1578,"Machine, The (1994)",TheMachine,0.02604
1579,"Stranger, The (1994)",TheStranger,0.07286
1580,"Cement Garden, The (1993)",TheCementGarden,0.0
1581,"Second Jungle Book: Mowgli & Baloo, The (1997)",TheSecondJungleBook:Mowgli&Baloo,0.0
1582,"Innocent Sleep, The (1995)",TheInnocentSleep,0.0
1583,"Locusts, The (1997)",TheLocusts,0.0
1584,"Specialist, The (1994)",TheSpecialist,0.37754
1585,"Swan Princess, The (1994)",TheSwanPrincess,-0.0242249999999999
1586,"Next Karate Kid, The (1994)",TheNextKarateKid,0.7003
1587,"Turning, The (1992)",TheTurning,-0.3612
1588,"Joy Luck Club, The (1993)",TheJoyLuckClub,0.835725
1589,"Walking Dead, The (1995)",TheWalkingDead,-0.31564
1590,"Mighty, The (1998)",TheMighty,-0.11874
1591,"Scarlet Letter, The (1995)",TheScarletLetter,0.4404
1592,"Outlaw, The (1943)",TheOutlaw,-0.1012
1593,"Stars Fell on Henrietta, The (1995)",TheStarsFellonHenrietta,0.0
1594,"Saint of Fort Washington, The (1993)",TheSaintofFortWashington,0.0
1595,"Cure, The (1995)",TheCure,0.1757399999999999
1596,"Visitors, The (Visiteurs, Les) (1993)",TheVisitors,0.3252
1597,"Little Princess, The (1939)",TheLittlePrincess,0.0
1598,"Gate of Heavenly Peace, The (1995)",TheGateofHeavenlyPeace,0.0
1599,"Man in the Iron Mask, The (1998)",TheManintheIronMask,0.0
1600,"Jerky Boys, The (1994)",TheJerkyBoys,0.0
1601,"Line King: Al Hirschfeld, The (1996)",TheLineKing:AlHirschfeld,0.0
1602,"Babysitter, The (1995)",TheBabysitter,-0.6634
1603,"World of Apu, The (Apur Sansar) (1959)",TheWorldofApu,0.0
1604,"Wedding Gift, The (1994)",TheWeddingGift,0.0
1605,"Fear, The (1995)",TheFear,0.51528
1606,"Object of My Affection, The (1998)",TheObjectofMyAffection,0.7964
1607,"Amazing Panda Adventure, The (1995)",TheAmazingPandaAdventure,0.0
1608,"Beans of Egypt, Maine, The (1994)",TheBeansofEgyptMaine,0.0
1609,"Scarlet Letter, The (1926)",TheScarletLetter,0.4404
1610,"Show, The (1995)",TheShow,0.38286
1611,"Glass Shield, The (1994)",TheGlassShield,0.0
1612,"Hunted, The (1995)",TheHunted,-0.2301599999999999
1613,"Underneath, The (1995)",TheUnderneath,0.0
1614,"Secret Adventures of Tom Thumb, The (1993)",TheSecretAdventuresofTomThumb,0.0
1615,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",TheEyeofVichy,0.0
1616,"Promise, The (Versprechen, Das) (1994)",ThePromise,0.68365
1617,"Man from Down Under, The (1943)",TheManfromDownUnder,0.0
1618,"Woman in Question, The (1950)",TheWomaninQuestion,0.0
1619,"Invitation, The (Zaproszenie) (1986)",TheInvitation,0.20192
1620,"Magic Hour, The (1998)",TheMagicHour,0.36154
1621,"Leading Man, The (1996)",TheLeadingMan,0.0
1622,"Reluctant Debutante, The (1958)",TheReluctantDebutante,0.0
1623,"Sixth Man, The (1997)",TheSixthMan,0.1183999999999999
1624,"Wife, The (1995)",TheWife,0.2025199999999999
1625,"Silence of the Palace, The (Saimt el Qusur) (1994)",TheSilenceofthePalace,0.0
1626,"Slingshot, The (1993)",TheSlingshot,0.0
1627,"Eighth Day, The (1996)",TheEighthDay,0.49015
1628,"Butcher Boy, The (1998)",TheButcherBoy,0.0
1629,"Big One, The (1997)",TheBigOne,0.07974
1630,"Butcher Boy, The (1998)",TheButcherBoy,0.0
1631,"Spanish Prisoner, The (1997)",TheSpanishPrisoner,0.0
1632,"Favor, The (1994)",TheFavor,0.7169
1633,"Substance of Fire, The (1996)",TheSubstanceofFire,0.0
1634,"New Age, The (1994)",TheNewAge,-0.05116
1635,"Next Step, The (1995)",TheNextStep,0.4736399999999999
1636,"Sunchaser, The (1996)",TheSunchaser,0.0
1637,"War at Home, The (1996)",TheWaratHome,-0.38724
1638,"Fish Called Wanda, A (1988)",AFishCalledWanda,0.3760799999999999
1639,"Clockwork Orange, A (1971)",AClockworkOrange,-0.1782
1640,"Grand Day Out, A (1992)",AGrandDayOut,0.4939
1641,"Room with a View, A (1986)",ARoomwithaView,0.02914
1642,"Nightmare on Elm Street, A (1984)",ANightmareonElmStreet,0.13036
1643,"Time to Kill, A (1996)",ATimetoKill,-0.1775399999999999
1644,"Close Shave, A (1995)",ACloseShave,0.0
1645,"Very Brady Sequel, A (1996)",AVeryBradySequel,0.0
1646,"Bronx Tale, A (1993)",ABronxTale,0.3687
1647,"Streetcar Named Desire, A (1951)",AStreetcarNamedDesire,0.4854
1648,"Walk in the Clouds, A (1995)",AWalkintheClouds,0.0
1649,"Kid in King Arthur's Court, A (1995)",AKidinKingArthur'sCourt,0.0
1650,"Christmas Carol, A (1938)",AChristmasCarol,0.3758333333333333
1651,"Perfect World, A (1993)",APerfectWorld,0.26728
1652,"Great Day in Harlem, A (1994)",AGreatDayinHarlem,0.0
1653,"Perfect Candidate, A (1996)",APerfectCandidate,0.0
1654,"Life Less Ordinary, A (1997)",ALifeLessOrdinary,0.61288
1655,"Thousand Acres, A (1997)",AThousandAcres,0.0
1656,"Smile Like Yours, A (1997)",ASmileLikeYours,0.0
1657,"Month by the Lake, A (1995)",AMonthbytheLake,0.0
1658,"Simple Twist of Fate, A (1994)",ASimpleTwistofFate,0.0
1659,"Little Princess, A (1995)",ALittlePrincess,0.31845
1660,"Pyromaniac's Love Story, A (1995)",APyromaniac'sLoveStory,0.0
1661,"Man of No Importance, A (1994)",AManofNoImportance,0.0
1662,"Thin Line Between Love and Hate, A (1996)",AThinLineBetweenLoveandHate,0.2842
1663,"Farewell to Arms, A (1932)",AFarewelltoArms,0.0
1664,"Low Down Dirty Shame, A (1994)",ALowDownDirtyShame,0.5749
1665,"Letter From Death Row, A (1998)",ALetterFromDeathRow,0.0
1666,"Family Thing, A (1996)",AFamilyThing,0.0
1667,"Goofy Movie, A (1995)",AGoofyMovie,0.1744
1668,"Simple Wish, A (1997)",ASimpleWish,0.0
1669,"Very Natural Thing, A (1974)",AVeryNaturalThing,0.0
1670,"Walk in the Sun, A (1945)",AWalkintheSun,-0.05464
1671,"Damsel in Distress, A (1937)",ADamselinDistress,0.0
1672,"Modern Affair, A (1995)",AModernAffair,0.0
1673,"Good Man in Africa, A (1994)",AGoodManinAfrica,0.0
1674,"Hungarian Fairy Tale, A (1987)",AHungarianFairyTale,0.0
1675,"Price Above Rubies, A (1998)",APriceAboveRubies,0.0
1676,"Brother's Kiss, A (1997)",ABrother'sKiss,0.0
1677,"Further Gesture, A (1996)",AFurtherGesture,0.0
1678,"American Werewolf in London, An (1981)",AnAmericanWerewolfinLondon,0.1638599999999999
1679,"American in Paris, An (1951)",AnAmericaninParis,0.2193
1680,"Affair to Remember, An (1957)",AnAffairtoRemember,0.0331749999999999
1681,"Awfully Big Adventure, An (1995)",AnAwfullyBigAdventure,0.6222
